,job_id,date_posted,company_name,job_title,job_type,description_summary,experience,minimum_qualification,qualification,location,country,source_link,apply_link
45,R245509,2024-05-16,SecureWorks US (1315),IT Enterprise Architect – Secureworks,FULL_TIME,IT Enterprise Architect – Secureworks,Extensive (5+ years) experience as an Enterprise Architect or Solutions Architect,Strong understanding of enterprise architecture and technology governance frameworks,Extensive (5+ years) experience as an Enterprise Architect or Solutions Architect,"Remote - Georgia, United States",United States of America,https://dell.wd1.myworkdayjobs.com/en-US/External/job/IT-Enterprise-Architect---Secureworks_R245509,https://dell.wd1.myworkdayjobs.com/en-US/External/job/Remote---Georgia-United-States/IT-Enterprise-Architect---Secureworks_R245509
46,R227734,2024-05-15,Dell Technologies,NextGen Sales Academy Associate Inside Sales Rep 2024,Full Time,Associate Inside Sales Representative,2-3 years,Bachelor's degree,Completed Associate’s or Bachelor’s degree prior to start date,"Hopkinton, Massachusetts, United States",United States of America,https://dell.wd1.myworkdayjobs.com/en-US/External/job/Hopkinton-Massachusetts-United-States/NextGen-Sales-Academy-Associate-Inside-Sales-Rep-2024_R227734,https://dell.wd1.myworkdayjobs.com/en-US/External/job/Hopkinton-Massachusetts-United-States/NextGen-Sales-Academy-Associate-Inside-Sales-Rep-2024_R227734
47,R245431,2024-05-10,SecureWorks India Pvt. Ltd. (7230),RFP Advisor,FULL_TIME,Sales Operations Analyst role in Hyderabad,2-3 years of relevant RFP/ RFQ experience,Financial and analytical experience,"Basic computer skills, understanding of order processes, systems configurations and documentation","Hyderabad, India",India,https://dell.wd1.myworkdayjobs.com/en-US/External/job/Hyderabad-India/RFP-Advisor_R245431-1,https://dell.wd1.myworkdayjobs.com/en-US/External/job/Hyderabad-India/RFP-Advisor_R245431-1
48,R241569,2024-05-08,SecureWorks US (1315),Account Manager Client Executive - Cyber SaaS - (Northeast United States Only),Full Time,Account Manager Client Executive Location: Candidates are required to live and work remotely in the Northeast United States,8 to 12 years of experience selling a broad array of technology solutions,Bachelor’s degree (BS/BA),Extraordinary customer management and strategic selling skills,"Remote - Pennsylvania, United States",United States of America,https://dell.wd1.myworkdayjobs.com/en-US/External/job/Remote---Pennsylvania-United-States/Enterprise-Account-Manager-Client-Executive---USA-Remote-WFH_R241569,https://dell.wd1.myworkdayjobs.com/en-US/External/job/Remote---Pennsylvania-United-States/Enterprise-Account-Manager-Client-Executive---USA-Remote-WFH_R241569
49,R240936,2024-05-07,SecureWorks US (1315),Account Executive - Cyber SaaS Sales - Remote Illinois or Indiana,Full Time,"Secureworks (NASDAQ: SCWX) is a global cybersecurity leader that secures human progress with Secureworks Taegis, a SaaS-based, open XDR platform.","Minimum 3-5 years in sales, preferably in the cyber security or software-as-a-service (SaaS) industry.","Bachelor’s Degree or higher (Business Administration, Computer Science, Computer Information Systems)",Excellent interpersonal and communication skills are a must for this role.,"Remote - Illinois, United States",United States of America,https://dell.wd1.myworkdayjobs.com/en-US/External/job/Sales-Account-Executive--Remote-IL-_R240936,https://dell.wd1.myworkdayjobs.com/en-US/External/job/Remote---Illinois-United-States/Sales-Account-Executive--Remote-IL-_R240936
50,R245404,2024-05-06,Dell International Services India Pvt Ltd (7451),Senior Software Engineer,FULL_TIME,Senior Software Engineer The Software Engineering team delivers next-generation application enhancements and new products for a changing world.,5-20 years of technical experience,Bachelor's/Master’s Degree in Computer Science or related technical field,"Proficient in coding languages including, but not limited to C, C++, C#.Net framework, Windows Presentation Foundation (WPF) and Universal Windows Platform (UWP). Hands-on industry experience in building large-scale services and enterprise grade software. Understanding of DevOps practices and CI/CD pipelines.","Bangalore, India",India,https://dell.wd1.myworkdayjobs.com/en-US/External/job/Senior-Software-Engineer_R245404,https://dell.wd1.myworkdayjobs.com/en-US/External/job/Bangalore-India/Senior-Software-Engineer_R245404
51,R244498,2024-05-06,SecureWorks India Pvt. Ltd. (7230),Senior Product Manager,FULL_TIME,"Secureworks is a global cybersecurity leader, enabling customers to outpace and outmaneuver adversaries with more precision.",1-2 years experience in endpoint security protection platforms as product manager,MBA or advanced degree in business technology,Excellent customer discovery skills in understanding endpoint security solution deployments and requirements,"Hyderabad, India",India,https://dell.wd1.myworkdayjobs.com/en-US/External/job/Senior-Product-Manager_R244498,https://dell.wd1.myworkdayjobs.com/en-US/External/job/Hyderabad-India/Senior-Product-Manager_R244498
52,R240834,2024-04-24,SecureWorks US (1315),Intern - Detection Research - Counter Threat Unit - US Remote,PART_TIME,"Detection Researcher, Counter Threat Unit – Intern – US Remote","Pursuing college education in science, technology, cyber, security or technical bachelors degree","Experience with cyber security threat detection, MITRE ATT@CK framework, DFIR, Incident Response, etc.","Self motivating and self directed, great at communicating ideas with remote teams","Remote - Texas, United States",United States of America,https://dell.wd1.myworkdayjobs.com/en-US/External/job/Remote---Texas-United-States/Intern---Detection-Research---Counter-Threat-Unit---US-Remote_R240834,https://dell.wd1.myworkdayjobs.com/en-US/External/job/Remote---Texas-United-States/Intern---Detection-Research---Counter-Threat-Unit---US-Remote_R240834
53,R244685,2024-04-24,SecureWorks US (1315),Software Engineer - C++ Windows Agent Intern,PART_TIME,"Secureworks is a global cybersecurity leader that secures human progress with Secureworks Taegis, a SaaS-based, open XDR platform.",1 Year of college education/STEM/bootcamp experience,C++ and Windows OS GUI or Kernel,Self motivation and self direction along with strong communications skills,"Remote - Texas, United States",United States of America,https://dell.wd1.myworkdayjobs.com/en-US/External/job/Remote---Texas-United-States/Software-Engineer---C---Windows-Agent-Intern_R244685,https://dell.wd1.myworkdayjobs.com/en-US/External/job/Remote---Texas-United-States/Software-Engineer---C---Windows-Agent-Intern_R244685
54,R244250,2024-04-23,SecureWorks US (1315),Sr. Manager Financial Systems - Secureworks - Remote US,FULL_TIME,"Senior Manager, Financial Systems Location: The position can be fully remote with a preference of Atlanta, GA based.","10+ years of experience in Finance systems, with at least 5 in a leadership role","Bachelor’s degree in Accounting, Finance, Business Administration, Information Systems, or equivalent education and related training","Strong knowledge of Accounting, FP&A and internal control activities, with a process improvement mindset","Remote - Georgia, United States",United States of America,https://dell.wd1.myworkdayjobs.com/en-US/External/job/Sr-Manager-Financial-Systems---Secureworks---Remote-US_R244250,https://dell.wd1.myworkdayjobs.com/en-US/External/job/Remote---Georgia-United-States/Sr-Manager-Financial-Systems---Secureworks---Remote-US_R244250
55,R244072,2024-04-23,SecureWorks India Pvt. Ltd. (7230),Sr. Principal Front-end Engineer,FULL_TIME,Design and build user interfaces for a next generation security platform,5+ years of hands-on frontend development experience,"Bachelor’s Degree in Computer Science, or equivalent work experience","Proficiency with Git and continuous integration/continuous delivery, Strong experience with RXJS or observables, Experience with Typescript, Experience with JavaScript test automation frameworks, such as Jasmine/Karma or Protractor","Hyderabad, India",India,https://dell.wd1.myworkdayjobs.com/en-US/External/job/Hyderabad-India/Sr-Principal-Front-end-Engineer_R244072-1,https://dell.wd1.myworkdayjobs.com/en-US/External/job/Hyderabad-India/Sr-Principal-Front-end-Engineer_R244072-1
56,R244251,2024-04-23,SecureWorks India Pvt. Ltd. (7230),"Software Engineering Manager, Platform",FULL_TIME,"Software Engineering Manager, Platform Location: Hyderabad Secureworks® (NASDAQ: SCWX) a global cybersecurity leader, enables our customers and partners to outpace and outmaneuver adversaries with more precision, so they can rapidly adapt and respond to market forces to meet their business needs.",Minimum of 7 years of Software Development experience,Direct management of 3-10 software engineers,"Hands on experience contributing to code bases, mentoring, coaching and leading by example","Hyderabad, India",India,https://dell.wd1.myworkdayjobs.com/en-US/External/job/Hyderabad-India/Software-Engineering-Manager--Platform_R244251,https://dell.wd1.myworkdayjobs.com/en-US/External/job/Hyderabad-India/Software-Engineering-Manager--Platform_R244251
57,R244616,2024-04-23,SecureWorks India Pvt. Ltd. (7230),"Software Engineering Manager, Agent Engineering",FULL_TIME,"Software Engineering Manager, Agent Engineering Location: Hyderabad India",7+ years of engineering experience as an individual contributor.,2+ years of experience as an engineering manager.,Understanding of computer science and networking fundamentals. Understanding of Scrum/Kanban and how to apply them pragmatically with a team to drive progress.,"Hyderabad, India",India,https://dell.wd1.myworkdayjobs.com/en-US/External/job/Hyderabad-India/Software-Engineering-Manager--Agent-Engineering_R244616,https://dell.wd1.myworkdayjobs.com/en-US/External/job/Hyderabad-India/Software-Engineering-Manager--Agent-Engineering_R244616
